,Date,Name,Tweet Processed,Language
3624,2019-05-19 18:42:11,Morten Bødskov,"['løkkes', 'fake', 'newskampagne', 'fortsætter', '#dkpol']",da
3625,2019-05-19 08:03:42,Morten Bødskov,"['savner', 'dansk', 'fodbold', 'lynge', 'jakobsen', 'aabsportdk', 'giver', 'unge', 'nye', 'muligheder', 'per', 'bjerregaard', 'brondbyif', 'skaber', 'aktivitet', 'asylansøgere', 'frits', 'ahlstrøm', 'hjælper', 'hjemløse', 'ombolddk', 'bold', 'to', 'mål', '#dkpol']",da
3626,2019-05-19 05:59:11,Morten Bødskov,"['stærkt', 'klimaudspil', 'formanden', 'danmark', 'grøn', 'stormagt', 'igen', '#dkpol']",da
3627,2019-05-18 16:11:19,Morten Bødskov,"['kom', 'bare', 'an', 'larsloekke', 'iris', 'kirsten', 'herlev', 'klar', 'kamp', 'hele', 'vejen', '#dkpol', 'spolitik', '#fv19']",da
3628,2019-05-18 09:34:05,Morten Bødskov,"['morten', 'mødte', 'morten', 'herlev', '#dkpol', '#ep17', '#eupol', 'mortenhelveg']",da
3629,2019-05-17 12:02:33,Morten Bødskov,"['københavn', 'gul', 'blå', 'brondbyif', '#pokalfinale2019']",da
3630,2019-05-17 06:57:37,Morten Bødskov,"['svnot', 'politik', 'holdninger', 'handlinger', 'brede', 'flertal', 'stemmer', 'sammen', 'folkestyre', 'klima', 'ulighed', 'centralisering', 'evige', 'trang', 'topskattelettelser', 'andet', 'skiller', 'lad', 'så', 'komme', 'videre', '#dkpol']",da
3631,2019-05-16 18:54:40,Morten Bødskov,"['knebent', 'bronzenederlag', 'spolitik', 'ombolddk', 'slutspil', 'rådhuspladsen', 'aften', 'god', 'tur', 'vm', 'hjemløselandsholdet', 'hepper', '#dkpol']",da
3632,2019-05-16 09:11:46,Morten Bødskov,"['valget', 'klart', 'konservativedk', 'bruge', '3', 'mia', 'kr', 'topskattelettelser', '10', 'rigeste', 'spolitik', 'bruge', '3', 'mia', 'kr', 'ret', 'tidlig', 'folkepension', 'nedslidte', '#dkpol', '#fv2019', '#folketingsvalg2019']",da
3633,2019-05-16 06:34:50,Morten Bødskov,"['utroligt', 'larsloekke', 'fortsætter', 'fake', 'news', 'kampagne', '#dkpol']",da
3634,2019-05-15 15:56:30,Morten Bødskov,"['aktion', 'aktion', 'aktion', 'torsdag', 'støtter', 'spolitik', 'hjemløselandsholdet', 'midtbanediamanten', 'skarp', 'genpresset', 'sidder', 'skabet', 'kom', 'forbi', 'rådhuspladsen', 'kl', '1600', 'støt', 'ombolddk', 'fantastiske', 'arrangement', '#dkpol', 'larsgaardhoj', '#pladstilalle', '#brugforalle']",da
3635,2019-05-14 05:50:33,Morten Bødskov,"['stop', 'omdsb', 'forringelser', 'stogene', 'vestegnen', 'sammen', 'mikkeldencker', 'mariadurhuus', 'ved', 'friheden', 'station', 'stationerne', 'friheden', 'hvidovre', 'brøndbyøster', 'ramt', 'forringelser', '#dkpol', '#vækstegnen', '#fv2019', '#fv19']",da
3636,2019-05-13 20:50:30,Morten Bødskov,"['valg', 'privaten', 'tak', 'besøget', 'kirsten', 'christian', 'erik', 'vallensbæk', 'hvordan', 'bekæmper', 'bedst', 'trafikstøj', 'giver', 'par', 'bud', '#dkpol']",da
3637,2019-05-13 18:34:35,Morten Bødskov,"['valg', 'privaten', 'tak', 'kirsten', 'christian', 'erik', 'vallensbæk', 'god', 'snak', 'trafikstøj', 'sundhed', 'indbrud', 'tv2lorry', '#dkpol', '#valgiprivaten', 'rasmusjarlov', 'mikkeldencker', 'karenellemann']",da
3638,2019-05-13 09:32:14,Morten Bødskov,"['formanden', 'herlev', 'stærkt', 'velfærdsudspil', 'præsenteret', 'mette', 'frederiksen', 'sosu', 'c', 'herlev', '#fv19', '#dkpol', 'spolitik']",da
3639,2019-05-11 10:03:48,Morten Bødskov,"['plakatholdet', 'klar', '#dkpol', '#fv19']",no
3640,2019-05-10 06:31:14,Morten Bødskov,"['godmorgen', 'hvidovre', 'stop', 'omdsb', 'forringelser', 'stogstrafikken', 'vestegnen', 'friheden', 'st', 'mariadurhuus', '#dkpol']",da
3641,2019-05-09 18:02:35,Morten Bødskov,"['ledelse', 'kræver', 'vilje', 'sætte', '#velfærdførst', '#dkpol', '#ladossamledanmarkigen']",da
3642,2019-05-08 21:05:37,Morten Bødskov,[],und
3643,2019-05-08 19:45:11,Morten Bødskov,"['kalder', 'egentlig', 'uge', 'to', 'tre', 'favorithold', 'taber', 'tredje', 'samlet', 'bagud', '30', '#dkpol', '#cldk']",da
3644,2019-05-08 16:29:52,Morten Bødskov,"['svaret', 'nej', 'håber', 'inde', 'går', 'folk', 'bestemte', 'meninger', 'ligner', 'næsten', 'siger', 'marie', 'krarup', 'sagen', 'sker', 'rent', 'faktisk', 'putins', 'rusland', 'nå', 'ja']",da
3645,2019-05-08 15:32:07,Morten Bødskov,"['alvor', 'derfor', 'handle', '#dkpol']",da
3646,2019-05-08 14:49:20,Morten Bødskov,"['panik', 'før', 'lukketid', 'sidst', 'larsloekke', 'pralede', 'milliarder', 'offentligt', 'forbrug', 'kom', 'andre', 'statsministre', 'eget', 'bidrag', 'ét', 'stort', 'minus', 'prøver', 'så', 'igen', 'valgkampen', 'år', 'milliardbesparelser', 'come', 'on', '#dkpol']",da
3647,2019-05-08 12:41:39,Morten Bødskov,"['rødovre', 'klar', '#fv19', '#bødskovforvestegnen', '#dkpol']",da
3648,2019-05-08 08:46:14,Morten Bødskov,"['hver', 'dag', 'vestegnen', '#dkpol', '#vstgn']",da
3649,2019-05-06 12:15:31,Morten Bødskov,"['ja', 'hagl', 'maj', 'guld', 'fck', 'who', 'cares', 'bossen', 'vej', 'tour', '#dkpol', 'springsteen']",da
3650,2019-05-06 06:15:24,Morten Bødskov,"['selvmål', 'larsloekke', 'rammes', 'største', 'boomerang', 'nakken', 'dag', '#dkpo']",da
3651,2019-05-05 15:12:20,Morten Bødskov,"['lad', 'håbe', 'dommeren', 'kommer', 'lidt', 'bedre', 'start', '2', 'halvleg', 'katastrofal', 'indsats', 'indtil', 'brondbyif', '#fckbif']",da
3652,2019-05-05 14:11:53,Morten Bødskov,"['ja', 'brondbyif', '#fckbif']",und
3653,2019-05-05 09:05:06,Morten Bødskov,"['københavn', 'smukkest', 'kom', 'så', 'brondbyif', '#derby', '#dkpol', '#fckbif']",da
3654,2019-05-04 10:34:43,Morten Bødskov,"['sne', 'slud', 'plakaterne', 'pjecerne', 'deles', '#dkpol']",da
3655,2019-05-03 08:17:26,Morten Bødskov,"['uenige', 'cocio', 'gør', 'godt', 'kom', 'valg', 'larsloekke', '#livetpåcirklek', '#dkpol', '#fv19', 'scheelsbeck', 'madsfuglede']",da
3656,2019-05-02 19:56:12,Morten Bødskov,"['løkke', '2130', 'spolitik', 'mette', 'frederiksens', 'skyld', 'hold', 'prøv', 'lidt', 'overskud', 'start', 'lave', 'bedre', 'pensionsaftale', '#dkpol']",da
3657,2019-05-02 19:17:04,Morten Bødskov,"['fint', 'lille', 'skridt', 'dagens', 'aftale', 'nok', 'larsloekke', 'leveret', 'argumenterne', 'bare', 'vente', '2040', '#dkpol']",da
3658,2019-05-02 15:53:34,Morten Bødskov,"['ups', '#dkpol']",und
3659,2019-05-01 15:58:00,Morten Bødskov,"['spot', 'on', 'kranføreren', 'ernst', 'tordner', 'løkke', 'kan', 'sgu', 'vente', '2040', '#dkpol']",da
3660,2019-05-01 09:06:47,Morten Bødskov,"['mangler', 'lidt', 'farve', 'toppen', 'morten', 'god', '1', 'maj', 'propfyldte', 'lokaler', 'høj', 'stemning', 'vestegnen', '#dkpol']",da
3661,2019-05-01 06:36:04,Morten Bødskov,"['dejlig', 'dag', 'god', '1', 'maj', '#dkpol', '#1maj']",da
3662,2019-04-28 14:06:59,Morten Bødskov,"['valgkamp', 'hvem', 'interesserer', 'forza', 'bif', 'dejligt', 'besøg', 'sorenpape', 'brondbyif', 'stadion', 'dag', 'ps', 'søren', 'mener', 'kun', 'sker', 'spændende', 'ting', '1', 'division', 'viborgff', '#dkpol']",da
3663,2019-04-28 09:19:11,Morten Bødskov,"['stopper', 'så', 'dag', 'ok', 'forza', 'brondbyif', '#bifefb', '#vstgn', '#dkpol']",sv
3664,2019-04-28 05:37:32,Morten Bødskov,"['panik', 'først', 'håner', 'løkke', 'forslag', 'spolitik', 'ret', 'nedslidte', 'tidligere', 'pension', 'så', 'vores', 'forslag', 'forligsbrud', 'smides', 'forhandlinger', 'løkke', 'så', 'ændre', 'pensionsalderen', 'total', 'panik', 'udskriv', 'valg', '#dkpol']",da
3665,2019-04-25 12:55:35,Morten Bødskov,"['no', 'matter', 'what', 'dejlig', 'sommer', 'springsteen', '#dkpol']",da
3666,2019-04-25 06:45:57,Morten Bødskov,"['surprise', 'intern', 'uenighed', 'regeringen', 'dropper', 'naturmål', '#dkpol']",da
3667,2019-04-23 15:11:00,Morten Bødskov,"['fortjent', 'tide']",no
3668,2019-04-23 05:48:13,Morten Bødskov,"['høj', 'sol', 'rødovre', 'besøg', 'jeppekofod', 'ved', 'rødovre', 'station', 'rigtig', 'god', 'stemning', 'borgmester', 'erik', 'nielsen', 'jakobuni', 'stærkt', 'hold', '#dkpol', '#eupol', 'spolitik']",da
3669,2019-04-23 05:16:51,Morten Bødskov,"['hvidvask', 'direkte', 'rødovre', 'station', 'jeppekofod', 'jakobuni', 'behovet', 'stærkere', 'europæisk', 'indsats', '#dkpol', '#ep2019', '#eudk', 'spolitik']",da
3670,2019-04-22 17:37:03,Morten Bødskov,"['jensmartin', '95', '#fcmbif']",da
3671,2019-04-22 09:34:51,Morten Bødskov,"['kære', 'konservativedk', 'sorenpape', 'god', 'påske', 'tak', 'samarbejdet', 'valgperiode', 'lad', 'fastholde', 'brede', 'samarbejde', 'sikre', 'grundlaget', 'dansk', 'erhvervsliv', 'kan', 'skabe', 'fremgang', 'vækst', 'arbejdspladser', '#dkpol']",da
3672,2019-04-22 05:41:10,Morten Bødskov,"['sammen', 'kan', 'gøre', 'mere', '#dkpol', '#sammen']",da
3673,2019-04-21 09:42:12,Morten Bødskov,"['klasse', 'lellerofficial', 'capitals', 'bringer', '32', '#nhlplayoff', '#isdk', '#rødovre', '#vstgn']",da
3674,2019-04-20 09:58:20,Morten Bødskov,"['høj', 'sol', 'herlev', 'klar', 'virkelig', 'god', 'stemning', '#dkpol', 'spolitik']",da
3675,2019-04-19 07:34:16,Morten Bødskov,"['lars', 'legatet', 'tv2lorry', 'forbi', 'rødovre', 'skøjte', 'arena', 'lancerede', 'legatet', 'går', '#dkpol', '#isdk']",da
3676,2019-04-18 16:31:59,Morten Bødskov,"['75000', 'kr', 'lellerofficial', 'lars', 'legatet', 'så', 'flot', 'legatet', 'støtter', 'børn', 'unge', 'rødovre', 'vestegnen', 'så', 'flere', 'kan', 'prøve', 'kræfter', 'ishockey', 'fornøjelsen', 'hjælpe', 'legatudvalget', 'søg', '#dkpol']",da
3677,2019-04-18 14:20:23,Morten Bødskov,"['så', 'flot', 'dag', 'lanceret', 'lars', 'legatet', 'lellerofficial', 'give', 'tilbage', 'rødovre', 'støtte', 'børn', 'unges', 'muligheder', 'spille', 'ishockey', 'se', 'mere']",da
3678,2019-04-14 13:57:15,Morten Bødskov,"['vestegnens', 'perle', 'koger', 'kom', 'så', 'brondbyif', '#biffck']",da
3679,2019-04-13 12:33:00,Morten Bødskov,"['københavn', 'flot', '#dagenførdagen', '#derby', '#biffck', 'brondbyif']",da
3680,2019-04-12 09:47:26,Morten Bødskov,"['grotesk', 'først', 'misbruger', 'venstredk', 'embedsmænd', '#pinligtpressemøde', 'omfang', 'så', 'djoef', 'protesterer', 'skjuler', 'regeringdk', 'afgørende', 'rapport', 'fordi', 'konklusionerne', 'støtter', 'regeringens', 'modstand', 'hjælpe', 'nedslidte', '#dkpol']",da
3681,2019-04-09 10:03:06,Morten Bødskov,"['panik', 'venstredk', 'total', 'panik', 'så', '#pinligtpressemøde', 'nødvendigt', '#dkpol']",da
3682,2019-04-06 08:34:40,Morten Bødskov,"['herlev', 'klar', '#dkpol']",da
3683,2019-04-05 06:36:36,Morten Bødskov,"['dejlig', 'morgen', 'vestegnen', '#', '3', 'x', 'brondbyif', '#sydbankpokalen', 'finalen', '#', '4', 'x', 'vinder', 'capitals', 'metropolitan', 'division', 'lellerofficial', 'banker', 'igen', 'kassen', '#vstgn', '#dkpol']",da
3684,2019-04-04 19:22:27,Morten Bødskov,"['pokalfinale', 'brondbyif']",und
3685,2019-04-02 09:11:22,Morten Bødskov,"['klar', '#rødovre', 'gymnasium', 'klar', 'debat', '#dkpol']",da
3686,2019-04-02 06:59:05,Morten Bødskov,"['godmorgen', 'solen', 'skinner', 'vestegnen', 'katastrofemåling', 'løkke', 's', 'klart', 'front']",no
3687,2019-04-01 17:13:15,Morten Bødskov,"['fantastisk', 'projekt', 'fået', 'mulighed', 'fortsætte', 'endnu', 'sæson', 'bestyrelsen', 'ombolddk', 'ny', 'formand', 'drive', 'vigtige', 'projekt', 'fremad', 'tillykke', 'lindholmjk', 'glæder', '#dkpol']",da
3688,2019-03-31 15:20:58,Morten Bødskov,"['tillykke', 'dmguld', 'rødovre', 'u17', '51sejr', 'aabsportdk', 'afgørende', 'kamp', '#dkpol', '#isdk', '#rsik', '#rødovre']",da
3689,2019-03-31 14:13:16,Morten Bødskov,"['u17', 'dm', '#rødovre', '#hockeymoms', 'fører', 'an', '51', '#rsik', '#aab', '#dkpol']",da
3690,2019-03-30 06:46:36,Morten Bødskov,"['fest', 'whiskybæltet', 'liberalalliance', 'klar', 'gaveregn', 'skattelettelser', 'strandvejen', 'omegn', 'anderssamuelsen', 'øget', 'ulighed', 'intet', 'problem', '#dkpol']",da
3691,2019-03-26 12:38:22,Morten Bødskov,"['centralisering', 'larsloekke', 'fortælle', 'hvem', '#centraliseringsreformen', 'bestemmer', 'lokale', 'sygehuse', 'overleve', 'lukke', 'mon', 'fordi', 'beslutningen', 'længere', 'træffes', 'folkevalgte', 'regionsråd', 'professionelle', 'bestyrelser', '#dkpol', '#ftlive']",da
3692,2019-03-26 09:55:27,Morten Bødskov,"['centralisering', 'hvorfor', 'regeringdk', 'lyttet', 'bekymringerne', '#centraliseringsreformen', 'folkevalgte', 'fjernes', 'vigtige', 'specialiserede', 'område', 'sendes', 'udvalg', 'larsloekke', 'skjuler', 'velfærdforringelser', 'store', 'regninger', 'kommunerne', 'usikker', 'økonomi', '#dkpol']",da
3693,2019-03-25 13:44:39,Morten Bødskov,"['utryghed', 'først', 'mente', 'larsloekke', 'sundhedsreform', 'trygge', 'valg', 'patienterne', 'kastes', 'store', 'dele', 'specialiserede', 'område', 'udvalg', 'fordi', 'regeringdk', 'overblikket', 'så', 'fremover', 'rette', 'tilbud', 'målgrupperne', 'områderne', '#dkpol']",da
3694,2019-03-25 12:11:00,Morten Bødskov,"['vækst', 'tak', 'ditcph', 'god', 'debat', 'fremtiden', 'danmarks', 'største', 'arbejdsplads', 'lidt', 'hvorfor', 'trænger', 'ny', 'spolitik', 'regering', 'danmark', '#dkpol']",da
3695,2019-03-20 08:26:08,Morten Bødskov,"['ung', 'vestegnen', 'søg', 'flot', 'omtale', 'kjeld', 'rasmussens', 'rejselegat', 'sndk_nyheder', '#dkpol', 'brondbyif', '#vstgn']",da
3696,2019-03-17 17:31:36,Morten Bødskov,"['yes', 'yes', 'yes', 'brondbyif', '#achbif']",en
3697,2019-03-17 16:52:12,Morten Bødskov,"['straffe', 'imponerende', 'dommeren', 'overser', 'to', 'klare', 'straffespark', 'simonhedlund', '19', 'minimum', 'forberedelse', 'haft', 'fokus', 'situation', 'brondbyif', '#achbif']",da
3698,2019-03-17 16:42:51,Morten Bødskov,"['ja', 'ja', 'ja', 'brondbyif', '#achbif']",et
3699,2019-03-17 16:39:51,Morten Bødskov,"['brondbyif', '#achbif']",da
3700,2019-03-12 21:19:26,Morten Bødskov,"['valg', 'kom', 'larsloekke', 'resten', 'regeringen', 'klar', 'giga', 'skattelettelser', 'frem', 'værdig', 'tilbagetrækning', '#dkpol', 'anderssamuelsen', 'spolitik']",da
3701,2019-03-12 13:16:59,Morten Bødskov,"['hvorfor', 'først', 'jublede', 'venstredk', '2011', 'facto', 'afskaffede', 'efterlønnen', 'svaret', 'klart', 'nej', 'hjælpe', 'kom', 'klemme', '#dkpol']",da
3702,2019-03-12 13:12:50,Morten Bødskov,"['populisme', 'køber', 'pokaler', 'fejre', 'skattelettelser', 'andre', 'bruger', 'tiden', 'finde', 'løsninger', 'nedslidte', 'danskere', '#dkpol']",da
3703,2019-03-11 06:40:08,Morten Bødskov,"['klasse', 'lellerofficial', 'banker', 'endnu', 'engang', 'kassen', 'sikrer', 'capitals', '31', 'sejr', 'nhljets', '#vstgn', '#rødovre', '#isdk']",da
3704,2019-03-10 20:44:59,Morten Bødskov,"['dagens', 'opmuntring', 'bedste', 'kamp', 'so', 'far', 'jensmartin', '95', 'aggressiv', 'giftige', 'indlæg', 'fight', 'fortsæt', '#bifaab', '#brøndby', 'brondbyif']",da
3705,2019-03-10 15:35:19,Morten Bødskov,"['klasse', '#rødovre', 'mighty', 'bulls', 'sender', 'seishockey', 'hjem', 'afklapsning', '41', 'tak', 'besøget', 'bennyengelbrech', 'jesper_pet', '#dkpol', '#isdk', '#metalligaen']",da
3706,2019-03-05 16:52:31,Morten Bødskov,"['hvidvaskskaldale', 'regn', 'næsten', 'slud', 'budskaberne', 'bente', 'rødovrevej', 'bød', 'hyggesnak', '#vstgn', '#rødovre', 'spolitik']",da
3707,2019-03-04 16:08:38,Morten Bødskov,"['misbrugt', 'spørgsmålet', 'vel', 'snarere', 'nordeas', 'ledelse', 'haft', 'bare', 'én', 'klap', 'øjet', 'to', 'høreværn', 'må', 'myndighederne', 'undersøge', '#dkpol']",da
3708,2019-03-02 13:29:35,Morten Bødskov,"['grønt', 'tilbageskridt', 'klimarevolution', 'hva', 'carolinamaier', 'uffeelbaek', '#dkpol']",da
3709,2019-02-28 19:53:32,Morten Bødskov,"['ja', 'tak', 'brondbyif']",in
3710,2019-02-28 19:42:24,Morten Bødskov,"['borgermøde', 'ejer', 'nyt', 'bymidtecenter', 'herlev', 'letbanen', 'attraktion', 'udleje', 'butikker', 'boliger', 'ny', 'bymidte', '#vækstegnen', '#dkpol', 'herlevbladet']",da
3711,2019-02-28 16:06:33,Morten Bødskov,"['transportminister', 'mindretal', 'flertal', 'folketinget', 'kræver', 'forringelser', 'stogtrafikken', 'københavns', 'omegn', 'ændret', 'læs', 'flertallets', 'tekst', 'mikkel_dencker', 'tv2lorry', 'p4kbhtrafik', 'p4kbh', '#dkpol', '#dktrafik']",da
3712,2019-02-26 16:25:44,Morten Bødskov,"['hånddeller', 'intet', 'problem', 'gå', 'dør', 'dør', 'herlev', 'tak', 'rene', 'håndeller', '#dkpol', 'spolitik']",da
3713,2019-02-26 12:45:23,Morten Bødskov,"['forstår', 'godt', 'pænt', 'sagt', 'mest', 'solidariske', 'melding', 'akademikerformanden', '#dkpol']",da
3714,2019-02-24 18:25:27,Morten Bødskov,"['ja', 'tak', 'kamil', 'wilczek', 'brondbyif']",pl
3715,2019-02-24 16:57:08,Morten Bødskov,"['kom', 'så', 'uenige', 'sammen', 'brondbyif', 'sophieloehde', 'aahlers', '#dkpol']",da
3716,2019-02-23 19:53:11,Morten Bødskov,"['godt', 'nok', 'hård', 'læsning', 'sossesass', 'fortjener', 'stor', 'respekt', 'fortælle', 'sygdom', 'glad', 'benene', 'igen', '#dkpol']",da
3717,2019-02-23 09:19:48,Morten Bødskov,"['herlev', 'klar', '#dkpol', 'spolitik']",da
3718,2019-02-19 16:22:27,Morten Bødskov,"['plads', 'held', 'lykke', 'martinretov', 'glæder', 'point', 'tabel', 'må', 'stadion', 'fyldt', 'søndag', 'brondbyif', '#bifrfc']",da
3719,2019-02-18 20:30:51,Morten Bødskov,"['godt', 'så', '1', 'køb', 'bogen', '2', 'læs', 'bogen', '3', 'luk', 'twitter', 'jensringberg', 'angeist', '#dkpol']",da
3720,2019-02-18 17:21:41,Morten Bødskov,"['køb', 'rigtig', 'god', 'bog', 'skrevet', 'mettealbaek', 'loudalsgaard', 'natascharee', 'vigtigt', 'bidrag', 'forståelse', 'kompleks', 'kampen', 'terrortruslen', 'hvorfor', 'stadig', 'alvorlig', 'hvorfor', 'forsvaret', 'terroren', 'stadig', 'kan', 'styrkes', '#dkpol', '#dkkrim']",da
3721,2019-02-15 07:32:13,Morten Bødskov,"['konkurs', 'tusindvis', 'forsikringsløse', 'boligejere', 'får', 'hjælp', 'spolitik', 'danskdf', '1995', 'klar', 'hjælpepakke', 'rasmusjarlov', 'opfordres', 'indkalde', 'folketinget', 'forhandlinger', '#dkpol', 'hans_kr_skibby']",da
3722,2019-02-13 21:53:13,Morten Bødskov,"['ja', 'tak', '#coys', '#championsleague', '#totbvb', 'chriseriksen', '8']",in
3723,2019-02-12 20:14:33,Morten Bødskov,"['klassesejr', 'rødovre', 'mighty', 'bulls', 'sender', 'seiercapital', 'hjem', 'whiskybæltet', 'nederlag', '32', '#vstgn', '#dkpol', '#isdk']",da
3724,2019-02-12 18:20:27,Morten Bødskov,"['klassekamp', 'vestegnen', 'whiskybæltet', 'seiercapital', 'budt', 'velkommen', 'rødovre', '#vstgn', '#rødovre', '#dkpol', '#isdk', '#metalligaen']",da
3725,2019-02-10 16:14:35,Morten Bødskov,"['brondbyif', '#fcnbif']",da
3726,2019-02-09 09:58:24,Morten Bødskov,"['kølige', 'side', 'god', 'stemning', 'spolitik', 'ved', 'dagens', 'torvemøde', 'dildhaven', 'herlev', '#dkpol']",da
3727,2019-02-08 16:08:02,Morten Bødskov,"['tillykke', 'danmarks', 'stærkeste', 'ungdomsorganisation', 'fylder', '99', 'år', 'dag', 'tillykke', 'dsunet', 'forbundsformand', 'frede_vad', '#dkpol']",da
3728,2019-02-07 15:37:07,Morten Bødskov,"['dropper', 'debut', 'holder', 'springsteen', '#dkpol']",da
3729,2019-02-05 15:59:43,Morten Bødskov,"['kampagnen', 'ruller', 'dør', 'dør', 'spolitik', 'kandidat', 'nr', '6', 'jakobuni', 'melissehaven', 'herlev', 'stor', 'interesse', 'støtte', '#dkpol', '#ft19', '#ep19']",da
3730,2019-02-05 11:01:16,Morten Bødskov,"['sejr', 'forbundsformand', 'dsunet', 'frede_vad', 'hyldes', 'dsus', 'sejr', '#skolevalg2019', '#dkpol', 'bemærk', 'flotte', 'billede', 'danmark', 'folket', 'baggrunden', 'politiken']",da
3731,2019-02-04 15:45:44,Morten Bødskov,"['højdeskræk', 'tjek', 'lige', '#drone', 'kan', 'finde', 'indre', 'revner', 'vindmøllevinge', 'højt', 'tak', 'besøg', 'gtsnettet', 'brøndby', 'forcetechdk', 'skaber', 'vækst', 'arbejdspladser', 'vestegnen', 'hele', 'danmark', '#dkpol']",da
3732,2019-02-01 09:45:58,Morten Bødskov,"['lektiehjælp', 'k', 'måske', 'sorenpape', 'sende', 'valgkampshåndbogen', 'konservativedk', 'faktatjek', 'trinebramsen', '#dkpol']",da
3733,2019-01-31 19:09:55,Morten Bødskov,"['tillykke', 'dsunet', '#dkpol', '#skolevalg2019']",da
3734,2019-01-31 10:34:21,Morten Bødskov,"['vækstegnen', 'forringelserne', 'stogtrafikken', 'hvidovre', 'rødovre', 'brøndby', 'urimelige', 'klar', 'besked', 'tre', 'stærke', 'borgmestre', 'erik', 'nielsen', 'kent', 'max', 'magelund', 'adelborghelle', 'folketinget', 'transportudvalg', 'dag', '#dkpol', 'omdsb']",da
3735,2019-01-31 06:38:13,Morten Bødskov,"['stemme', '#skolevalg', 'så', 'se', 'dsunet', 'lavet', 'virkelig', 'god', 'video', 'stem', 'spolitik']",da
3736,2019-01-30 19:33:46,Morten Bødskov,"['samråd', 'uklarhed', 'må', 'afklares', 'estisk', 'kritik', 'kan', 'indflydelse', 'konklusionerne', 'redegørelsen', 'finanstilsynet', 'kalder', 'rasmusjarlov', 'samråd', '#dkpol', 'berlingske']",da
3737,2019-01-29 18:34:35,Morten Bødskov,"['kisteglad', 'mette', 'frederiksen', 'dfs', 'pensionsudmelding', 'så', 'kan', 'få', 'gennemført', 'politik', 'dr', '#dkpol']",da
3738,2019-01-29 17:05:31,Morten Bødskov,"['danske', 'bank', 'bestyrelsen', 'finanstilsynet', 'mener', 'tilsynet', 'levet', 'ansvar', 'danske', 'banks', 'hvidvaskskandale', 'hel', 'række', 'såkaldte', 'læringspunkter', '#dkpol']",da
3739,2019-01-29 11:24:53,Morten Bødskov,"['#dkpol', 'spolitik']",und
3740,2019-01-29 11:04:04,Morten Bødskov,"['strammes', 'samfundskontrakten', 'brudt', 'igen', 'nok', 'nok']",da
3741,2019-01-29 09:50:10,Morten Bødskov,"['opbakning', 'brian', 'kollegaerne', 'teknisk', 'forvaltning', 'rødovre', 'kommune', 'helt', 'enige', 'spolitik', 'behovet', 'værdig', 'mulighed', 'tilbagetræning', '#dkpol']",da
3742,2019-01-27 12:28:35,Morten Bødskov,"['danmarks', 'sundhedsarkitekt', 'nr', '1', 'centrale', 'mål', 'løkkes', 'sundhedsreform', 'bygger', 'usikre', 'tal', 'gad', 'vide', 'hvem', 'får', 'regning', 'patienterne', 'kommunerne', 'nok', 'godt', 'bud', '#dkpol']",da
3743,2019-01-26 21:14:40,Morten Bødskov,"['110', 'år', 'herlevs', 'daværende', 'folketingsmedlem', 'statsminister', 'h', 'c', 'hansen', 'indviede', 'fane', '60', 'år', 'siden', 'fanen', 'præsenteret', 'ved', 'spolitik', 'herlevs', '110års', 'fødselsdagsfest', '#dkpol']",da
3744,2019-01-26 19:42:41,Morten Bødskov,"['brandtale', 'poul', 'nyrup', 'rasmussen', 'holder', 'tale', 'spolitik', 'herlevs', '110års', 'fødselsdagsfest', '#dkpol']",da
3745,2019-01-24 17:11:37,Morten Bødskov,"['tror', 'løgn', 'nej', 'rasmusjarlov', 'står', 'simpelthen', 'fadder', 'udspil', 'flere', 'gange', 'nævner', 'letbanen', 'ring', '3', 'positive', 'sammenhænge', 'så', 'større', '#vækstegnen', '#vstgn', '#dkpol']",da
3746,2019-01-24 10:58:57,Morten Bødskov,"['regeringen', 'svigter', 'vestegnen', 'klar', 'melding', 'albertslund', '#dkpol', 'steen', '2620', 'thomasgyldal']",da
3747,2019-01-24 10:27:43,Morten Bødskov,"['regeringen', 'svigter', 'vestegnen', 'ingen', 'nye', 'infrastrukturinvesteringer', 'ingen', 'ny', 'kollektiv', 'trafik', 'ingen', 'hjælp', 'støjplagede', 'borgere', 'langs', 'motorvejene', 'mere', 'trafikstøj', 'flere', 'bilkøer', 'vejene', 'endnu', 'ringere', 'kollektiv', 'trafik', 'not']",da
3748,2019-01-24 07:01:52,Morten Bødskov,"['dejlig', 'morgen', '#dkpol', 'spolitik']",da
3749,2019-01-22 22:01:41,Morten Bødskov,"['handler', 'retfærdighed', 'kræver', 'skattelettelser', 'milliarder', 'tilmed', 'øger', 'uligheden', 'fremtidssikrer', 'danmark', 'hjælpe', 'slidt', 'slæbt', 'gennem', 'arbejdslivet', 'spiller', 'hasard', 'landets', 'fremtid', '#dkpol']",da
3750,2019-01-22 12:17:08,Morten Bødskov,"['nå', 'næsten', 'enhver', 'medarbejder', 'venstredk', 'center', 'kommunikationen', 'politik', 'kritiseret', 'sudspillet', 'værdig', 'pension', 'mest', 'nedslidte', 'mener', 'venstredk', '#dkpol']",da
3751,2019-01-22 09:49:45,Morten Bødskov,"['vigtigt', 'larsloekke', 'forringede', '2011', 'vilkårene', 'nedslidte', 'arbejdsmarkedet', 'retter', 'spolitik', 'uretfærdighed', '#dkpol']",da
